pathway_id	gene_id	counts	symbol	kegg_id	flybase_id				
dme01100	53502	9	Ugt86Di	CG6658	FBgn0040251				
dme01100	53501	9	Ugt86Dj	CG15902	FBgn0040250				
dme01100	35986	2	Updo	CG1818	FBgn0033428				
dme01100	246560	2	UQCR-11L	CG30354	FBgn0050354				
dme01100	43369	2	UQCR-14L	CG17856	FBgn0039576				
dme01100	39950	2	UQCR-Q	CG7580	FBgn0036728				
dme01100	34060	3	Uro	CG7171	FBgn0003961				
dme01100	32026	2	v	CG2155	FBgn0003965				
dme01100	117361	3	v(2)k05816	CG3524	FBgn0042627				
dme01100	31551	2	vanin-like	CG32754	FBgn0040069				
dme01100	19835383	2	veg	CG6657	FBgn0265195				
dme01100	36968	4	veil	CG4827	FBgn0034225				
dme01100	43442	4	Vha100-1	CG1709	FBgn0028671				
dme01100	42216	4	Vha100-2	CG18617	FBgn0028670				
dme01100	246543	4	Vha100-3	CG30329	FBgn0028669				
dme01100	42214	4	Vha100-4	CG7678	FBgn0038613				
dme01100	34587	4	Vha100-5	CG12602	FBgn0032373				
dme01100	42341	3	Vha13	CG6213	FBgn0026753				
dme01100	36731	3	Vha14-1	CG8210	FBgn0262512				
dme01100	40748	3	Vha14-2	CG1076	FBgn0037402				
dme01100	44307	4	Vha16-1	CG3161	FBgn0262736				
dme01100	39282	4	Vha16-2	CG32089	FBgn0028668				
dme01100	317846	4	Vha16-3	CG32090	FBgn0028667				
dme01100	36900	4	Vha16-4	CG9013	FBgn0262513				
dme01100	34482	4	Vha16-5	CG6737	FBgn0032294				
dme01100	40679	3	Vha26	CG1088	FBgn0015324				
dme01100	44702	3	Vha36-1	CG8186	FBgn0022097				
dme01100	36328	3	Vha36-2	CG13167	FBgn0033706				
dme01100	31235	3	Vha36-3	CG8310	FBgn0040377				
dme01100	36826	3	Vha44	CG8048	FBgn0262511				
dme01100	41550	3	Vha55	CG17369	FBgn0005671				
dme01100	45668	3	Vha68-1	CG12403	FBgn0265262				
dme01100	45012	3	Vha68-2	CG3762	FBgn0263598				
dme01100	34695	3	Vha68-3	CG5075	FBgn0032464				
dme01100	31342	4	VhaAC39-1	CG2934	FBgn0028665				
dme01100	38521	3	VhaM9.7-a	CG1268	FBgn0035521				
dme01100	40389	3	VhaM9.7-b	CG7625	FBgn0028663				
dme01100	38503	3	VhaM9.7-c	CG11589	FBgn0028664				
dme01100	42041	3	VhaM9.7-d	CG14909	FBgn0038458				
dme01100	45247	4	VhaPPA1-1	CG7007	FBgn0028662				
dme01100	41806	4	VhaPPA1-2	CG7026	FBgn0262514				
dme01100	34997	4	VhaSFD	CG17332	FBgn0027779				
dme01100	34134	2	wol	CG7870	FBgn0261020				
dme01100	35966	5	wun	CG8804	FBgn0016078				
dme01100	53558	5	wun2	CG8805	FBgn0041087				
dme01100	31623	2	xit	CG4542	FBgn0029906				
dme01100	34313	5	yip2	CG4600	FBgn0040064				
dme01100	32974	4	Zw	CG12529	FBgn0004057				
dme01200	39085	4	aay	CG3705	FBgn0023129				
dme01200	44149	6	Acon	CG9244	FBgn0010100				
dme01200	43183	6	Ald	CG6058	FBgn0000064				
dme01200	42364	6	Arc42	CG4703	FBgn0038742				
dme01200	39469	6	CG10748	CG10748	FBgn0036327				
dme01200	39470	6	CG10749	CG10749	FBgn0036328				
dme01200	31695	13	CG10932	CG10932	FBgn0029969				
dme01200	40409	6	CG11249	CG11249	FBgn0037115				
dme01200	43437	5	CG11876	CG11876	FBgn0039635				
dme01200	46391	5	CG11899	CG11899	FBgn0014427				
dme01200	39945	6	CG12229	CG12229	FBgn0036723				
dme01200	38864	7	CG12262	CG12262	FBgn0035811				
dme01200	41468	6	CG14740	CG14740	FBgn0037988				
dme01200	37166	5	CG15093	CG15093	FBgn0034390				
dme01200	32292	5	CG1640	CG1640	FBgn0030478				
dme01200	30995	6	CG17896	CG17896	FBgn0023537				
dme01200	33475	6	CG2964	CG2964	FBgn0031462				
dme01200	31524	7	CG3011	CG3011	FBgn0029823				
dme01200	35692	5	CG30499	CG30499	FBgn0050499				
dme01200	318995	4	CG31874	CG31874	FBgn0051874				
dme01200	317829	5	CG32026	CG32026	FBgn0052026				
dme01200	317974	5	CG33791	CG33791	FBgn0035240				
dme01200	37900	5	CG3483	CG3483	FBgn0035005				
dme01200	41253	3	CG3999	CG3999	FBgn0037801				
dme01200	31606	4	CG4095	CG4095	FBgn0029890				
dme01200	41326	6	CG4706	CG4706	FBgn0037862				
dme01200	41480	6	CG4860	CG4860	FBgn0037999				
dme01200	43102	5	CG5028	CG5028	FBgn0039358				
dme01200	41869	5	CG5044	CG5044	FBgn0038326				
dme01200	40012	4	CG5103	CG5103	FBgn0036784				
dme01200	41360	4	CG5214	CG5214	FBgn0037891				
dme01200	34021	5	CG5261	CG5261	FBgn0031912				
dme01200	43189	6	CG5432	CG5432	FBgn0039425				
dme01200	39281	4	CG6140	CG6140	FBgn0036162				
dme01200	42326	4	CG6255	CG6255	FBgn0038708				
dme01200	34554	4	CG6287	CG6287	FBgn0032350				
dme01200	34474	4	CG6415	CG6415	FBgn0032287				
dme01200	42586	5	CG6439	CG6439	FBgn0038922				
dme01200	41324	4	CG6629	CG6629	FBgn0037860				
dme01200	39555	3	CG6650	CG6650	FBgn0036402				
dme01200	39132	5	CG6767	CG6767	FBgn0036030				
dme01200	31407	5	CG7024	CG7024	FBgn0029722				
dme01200	42621	6	CG7069	CG7069	FBgn0038952				
dme01200	40445	4	CG7140	CG7140	FBgn0037147				
dme01200	41787	6	CG7362	CG7362	FBgn0038258				
dme01200	39276	3	CG7560	CG7560	FBgn0036157				
dme01200	36839	3	CG7848	CG7848	FBgn0034127				
dme01200	41027	4	CG8036	CG8036	FBgn0037607				
dme01200	41117	5	CG8129	CG8129	FBgn0037684				
dme01200	36904	4	CG9010	CG9010	FBgn0034173				
dme01200	38147	13	CG9149	CG9149	FBgn0035203				
dme01200	33459	4	CG9961	CG9961	FBgn0031451				
dme01200	42808	4	Dpse\GA10165	CG10219	FBgn0070224				
dme01200	37228	4	Dpse\GA14410	CG17246	FBgn0074438				
dme01200	35590	4	Dpse\GA17170	CG3283	FBgn0077184				
dme01200	42396	1	Dpse\GA18152	CG4390	FBgn0064430				
dme01200	39348	4	Dpse\GA19081	CG5718	FBgn0079079				
dme01200	38447	4	Dpse\GA23751	CG1065	FBgn0245150				
dme01200	40348	5	Dsim\AcCoAS	CG9390	FBgn0062293				
dme01200	39899	5	Dsim\CG11661	CG11661	FBgn0086179				
dme01200	39988	7	Dsim\CG7430	CG7430	FBgn0086185				
dme01200	36536	11	Dyak\GE13337	CG6543	FBgn0068271				
dme01200	32013	3	Dyak\GE17861	CG17333	FBgn0068387				
dme01200	41340	4	Dyak\GE24640	CG6666	FBgn0068269				
dme01200	37804	4	Dyak\Tal	CG2827	FBgn0068023				
dme01200	33351	5	Eno	CG17654	FBgn0000579				
dme01200	35265	5	fbp	CG31692	FBgn0032820				
dme01200	41311	9	Fdh	CG6598	FBgn0011768				
dme01200	35728	4	Gapdh1	CG12055	FBgn0001091				
dme01200	32545	4	Gapdh2	CG8893	FBgn0001092				
dme01200	36782	10	Got1	CG8430	FBgn0001124				
dme01200	33373	10	Got2	CG4233	FBgn0001125				
dme01200	45875	7	Hex-A	CG3001	FBgn0001186				
dme01200	44008	7	Hex-C	CG8094	FBgn0001187				
dme01200	117364	7	Hex-t1	CG33102	FBgn0042711				
dme01200	43191	7	Hex-t2	CG32849	FBgn0042710				
dme01200	44291	7	Idh	CG7176	FBgn0001248				
dme01200	42689	6	Irp-1A	CG4900	FBgn0024958				
dme01200	41269	6	Irp-1B	CG6342	FBgn0024957				
dme01200	31579	6	kdn	CG3861	FBgn0261955				
dme01200	32940	5	l(1)G0156	CG12233	FBgn0027291				
dme01200	31605	4	l(1)G0255	CG4094	FBgn0028336				
dme01200	31406	5	l(1)G0334	CG7010	FBgn0028325				
dme01200	34414	6	Mdh1	CG5362	FBgn0262782				
dme01200	42185	6	Mdh2	CG7998	FBgn0262559				
dme01200	47173	3	Men	CG10120	FBgn0002719				
dme01200	43936	3	Men-b	CG5889	FBgn0029155				
dme01200	3772542	3	Menl-1	CG7964	FBgn0029154				
dme01200	3772692	3	Menl-2	CG7969	FBgn0029153				
dme01200	34276	12	Mtpalpha	CG4389	FBgn0028479				
dme01200	36020	5	PCB	CG1516	FBgn0027580				
dme01200	36060	7	Pfk	CG4001	FBgn0003071				
dme01200	31185	4	Pgd	CG3724	FBgn0004654				
dme01200	35886	6	Pgi	CG8251	FBgn0003074				
dme01200	33461	4	Pgk	CG3127	FBgn0250906				
dme01200	43447	5	Pglym78	CG1721	FBgn0014869				
dme01200	46246	5	Pglym87	CG17645	FBgn0011270				
dme01200	42620	6	PyK	CG7070	FBgn0267385				
dme01200	246599	4	Rpi	CG30410	FBgn0050410				
dme01200	32887	4	SdhBL	CG7349	FBgn0030975				
dme01200	41067	4	skap	CG11963	FBgn0037643				
dme01200	31587	6	Spat	CG3926	FBgn0014031				
dme01200	44001	4	Sucb	CG10622	FBgn0029118				
dme01200	43582	6	Tpi	CG2171	FBgn0086355				
dme01200	32974	4	Zw	CG12529	FBgn0004057				
dme01210	44149	6	Acon	CG9244	FBgn0010100				
dme01210	41468	6	CG14740	CG14740	FBgn0037988				
dme01210	32292	5	CG1640	CG1640	FBgn0030478				
dme01210	32297	6	CG1673	CG1673	FBgn0030482				
dme01210	317829	5	CG32026	CG32026	FBgn0052026				
dme01210	37900	5	CG3483	CG3483	FBgn0035005				
dme01210	41326	6	CG4706	CG4706	FBgn0037862				
dme01210	43102	5	CG5028	CG5028	FBgn0039358				
dme01210	42586	5	CG6439	CG6439	FBgn0038922				
dme01210	41274	4	CG6465	CG6465	FBgn0037818				
dme01210	42728	4	CG6726	CG6726	FBgn0039049				
dme01210	36782	10	Got1	CG8430	FBgn0001124				
dme01210	33373	10	Got2	CG4233	FBgn0001125				
dme01210	44291	7	Idh	CG7176	FBgn0001248				
dme01210	42689	6	Irp-1A	CG4900	FBgn0024958				
dme01210	41269	6	Irp-1B	CG6342	FBgn0024957				
dme01210	31579	6	kdn	CG3861	FBgn0261955				
dme01210	32940	5	l(1)G0156	CG12233	FBgn0027291				
dme01212	35761	5	ACC	CG11198	FBgn0033246				
dme01212	37446	6	Acox57D-d	CG9709	FBgn0034629				
dme01212	37445	6	Acox57D-p	CG9707	FBgn0034628				
dme01212	46068	5	Acsl	CG8732	FBgn0263120				
dme01212	42364	6	Arc42	CG4703	FBgn0038742				
dme01212	39910	3	beg	CG7842	FBgn0036691				
dme01212	44117	4	bgm	CG4501	FBgn0027348				
dme01212	31695	13	CG10932	CG10932	FBgn0029969				
dme01212	40692	4	CG12170	CG12170	FBgn0037356				
dme01212	38864	7	CG12262	CG12262	FBgn0035811				
dme01212	31703	4	CG1444	CG1444	FBgn0029975				
dme01212	43592	2	CG15531	CG15531	FBgn0039755				
dme01212	36540	3	CG16935	CG16935	FBgn0033883				
dme01212	3355111	3	CG17374	CG17374	FBgn0040001				
dme01212	35213	6	CG17544	CG17544	FBgn0032775				
dme01212	38355	2	CG2107	CG2107	FBgn0035383				
dme01212	33524	3	CG3523	CG3523	FBgn0027571				
dme01212	40059	4	CG3902	CG3902	FBgn0036824				
dme01212	40056	5	CG3961	CG3961	FBgn0036821				
dme01212	31641	6	CG4586	CG4586	FBgn0029924				
dme01212	41480	6	CG4860	CG4860	FBgn0037999				
dme01212	37028	6	CG5009	CG5009	FBgn0027572				
dme01212	34614	4	CG6746	CG6746	FBgn0032394				
dme01212	37217	3	CG7461	CG7461	FBgn0034432				
dme01212	41629	2	CG8630	CG8630	FBgn0038130				
dme01212	38147	13	CG9149	CG9149	FBgn0035203				
dme01212	33898	6	CG9527	CG9527	FBgn0031813				
dme01212	43593	2	CG9743	CG9743	FBgn0039756				
dme01212	43591	2	CG9747	CG9747	FBgn0039754				
dme01212	117369	2	Desat1	CG5887	FBgn0086687				
dme01212	41536	2	Desat2	CG5925	FBgn0043043				
dme01212	36536	11	Dyak\GE13337	CG6543	FBgn0068271				
dme01212	44006	2	Fad2	CG7923	FBgn0029172				
dme01212	34276	12	Mtpalpha	CG4389	FBgn0028479				
dme01212	31805	4	Ppt1	CG12108	FBgn0030057				
dme01212	34564	4	Ppt2	CG4851	FBgn0032358				
dme01212	38457	4	Sc2	CG10849	FBgn0035471				
dme01212	37784	5	Thiolase	CG4581	FBgn0025352				
dme01212	117361	3	v(2)k05816	CG3524	FBgn0042627				
dme01212	36109	2	whd	CG12891	FBgn0261862				
dme01212	34313	5	yip2	CG4600	FBgn0040064				
dme01220	3771877	8	Adh	CG3481	FBgn0000055				
dme01220	40946	5	CG2767	CG2767	FBgn0037537				
dme01220	41311	9	Fdh	CG6598	FBgn0011768				
dme01230	39085	4	aay	CG3705	FBgn0023129				
dme01230	44149	6	Acon	CG9244	FBgn0010100				
dme01230	43183	6	Ald	CG6058	FBgn0000064				
dme01230	46717	3	arg	CG18104	FBgn0023535				
dme01230	33081	4	Cbs	CG1753	FBgn0031148				
dme01230	42783	3	CG10184	CG10184	FBgn0039094				
dme01230	40409	6	CG11249	CG11249	FBgn0037115				
dme01230	46391	5	CG11899	CG11899	FBgn0014427				
dme01230	39945	6	CG12229	CG12229	FBgn0036723				
dme01230	40812	4	CG1315	CG1315	FBgn0026565				
dme01230	32381	7	CG1461	CG1461	FBgn0030558				
dme01230	41468	6	CG14740	CG14740	FBgn0037988				
dme01230	32292	5	CG1640	CG1640	FBgn0030478				
dme01230	32297	6	CG1673	CG1673	FBgn0030482				
dme01230	33475	6	CG2964	CG2964	FBgn0031462				
dme01230	31524	7	CG3011	CG3011	FBgn0029823				
dme01230	35692	5	CG30499	CG30499	FBgn0050499				
dme01230	317829	5	CG32026	CG32026	FBgn0052026				
dme01230	37900	5	CG3483	CG3483	FBgn0035005				
dme01230	41326	6	CG4706	CG4706	FBgn0037862				
dme01230	43102	5	CG5028	CG5028	FBgn0039358				
dme01230	40012	4	CG5103	CG5103	FBgn0036784				
dme01230	43189	6	CG5432	CG5432	FBgn0039425				
dme01230	34554	4	CG6287	CG6287	FBgn0032350				
dme01230	42586	5	CG6439	CG6439	FBgn0038922				
dme01230	41274	4	CG6465	CG6465	FBgn0037818				
dme01230	42728	4	CG6726	CG6726	FBgn0039049				
dme01230	39132	5	CG6767	CG6767	FBgn0036030				
dme01230	42621	6	CG7069	CG7069	FBgn0038952				
dme01230	41787	6	CG7362	CG7362	FBgn0038258				
dme01230	40443	3	CG7470	CG7470	FBgn0037146				
dme01230	41027	4	CG8036	CG8036	FBgn0037607				
dme01230	41117	5	CG8129	CG8129	FBgn0037684				
dme01230	36904	4	CG9010	CG9010	FBgn0034173				
dme01230	3771738	4	CG9510	CG9510	FBgn0032076				
dme01230	40097	15	CG9629	CG9629	FBgn0036857				
dme01230	39878	4	CG9674	CG9674	FBgn0036663				
dme01230	33459	4	CG9961	CG9961	FBgn0031451				
dme01230	37804	4	Dyak\Tal	CG2827	FBgn0068023				
dme01230	37143	5	Eip55E	CG5345	FBgn0000566				
dme01230	33351	5	Eno	CG17654	FBgn0000579				
dme01230	35728	4	Gapdh1	CG12055	FBgn0001091				
dme01230	32545	4	Gapdh2	CG8893	FBgn0001092				
dme01230	36782	10	Got1	CG8430	FBgn0001124				
dme01230	33373	10	Got2	CG4233	FBgn0001125				
dme01230	33172	6	Gs1	CG2718	FBgn0001142				
dme01230	32087	6	Gs2	CG1743	FBgn0001145				
dme01230	38871	4	Hn	CG7399	FBgn0001208				
dme01230	44291	7	Idh	CG7176	FBgn0001248				
dme01230	42689	6	Irp-1A	CG4900	FBgn0024958				
dme01230	41269	6	Irp-1B	CG6342	FBgn0024957				
dme01230	31579	6	kdn	CG3861	FBgn0261955				
dme01230	32940	5	l(1)G0156	CG12233	FBgn0027291				
dme01230	42284	3	P5cr	CG6009	FBgn0015781				
dme01230	42106	3	P5cr-2	CG5840	FBgn0038516				
dme01230	36020	5	PCB	CG1516	FBgn0027580				
dme01230	36060	7	Pfk	CG4001	FBgn0003071				
dme01230	33461	4	Pgk	CG3127	FBgn0250906				
dme01230	43447	5	Pglym78	CG1721	FBgn0014869				
dme01230	46246	5	Pglym87	CG17645	FBgn0011270				
dme01230	42620	6	PyK	CG7070	FBgn0267385				
dme01230	246599	4	Rpi	CG30410	FBgn0050410				
dme01230	48552	3	Sam-S	CG2674	FBgn0005278				
dme01230	43582	6	Tpi	CG2171	FBgn0086355				
dme02010	33103	1	CG1718	CG1718	FBgn0031170				
dme02010	32208	1	CG1824	CG1824	FBgn0030403				
dme02010	43772	2	CG2316	CG2316	FBgn0039890				
dme02010	39971	1	CG6052	CG6052	FBgn0036747				
dme02010	38193	1	Dmir\CG7955	CG7955	FBgn0085122				
dme02010	42362	1	Dwil\GK22360	CG4562	FBgn0064283				
dme02010	41925	1	Hmt-1	CG4225	FBgn0038376				
dme02010	36582	1	Mdr50	CG8523	FBgn0010241				
dme02010	32992	2	Pmp70	CG12703	FBgn0031069				
dme03008	3771903	2	5SrRNA:CR33353	CR33353	FBgn0053353				
dme03008	3772306	2	5SrRNA:CR33354	CR33354	FBgn0053354				
dme03008	3771980	2	5SrRNA:CR33355	CR33355	FBgn0053355				
dme03008	3771929	2	5SrRNA:CR33357	CR33357	FBgn0053357				
dme03008	3772704	2	5SrRNA:CR33358	CR33358	FBgn0053358				
dme03008	3772352	2	5SrRNA:CR33359	CR33359	FBgn0053359				
dme03008	3772136	2	5SrRNA:CR33360	CR33360	FBgn0053360				
dme03008	3771810	2	5SrRNA:CR33361	CR33361	FBgn0053361				
dme03008	3772620	2	5SrRNA:CR33362	CR33362	FBgn0053362				
dme03008	3772170	2	5SrRNA:CR33364	CR33364	FBgn0053364				
dme03008	3771950	2	5SrRNA:CR33365	CR33365	FBgn0053365				
dme03008	3772469	2	5SrRNA:CR33366	CR33366	FBgn0053366				
dme03008	3772240	2	5SrRNA:CR33367	CR33367	FBgn0053367				
dme03008	3772044	2	5SrRNA:CR33368	CR33368	FBgn0053368				
dme03008	3771831	2	5SrRNA:CR33369	CR33369	FBgn0053369				
dme03008	3771862	2	5SrRNA:CR33370	CR33370	FBgn0053370				
dme03008	3772695	2	5SrRNA:CR33372	CR33372	FBgn0053372				
dme03008	3772417	2	5SrRNA:CR33373	CR33373	FBgn0053373				
dme03008	3772009	2	5SrRNA:CR33374	CR33374	FBgn0053374				
dme03008	3771737	2	5SrRNA:CR33375	CR33375	FBgn0053375				
dme03008	3772572	2	5SrRNA:CR33376	CR33376	FBgn0053376				
dme03008	3772287	2	5SrRNA:CR33377	CR33377	FBgn0053377				
dme03008	3772386	2	5SrRNA:CR33378	CR33378	FBgn0053378				
dme03008	3772545	2	5SrRNA:CR33379	CR33379	FBgn0053379				
dme03008	3772328	2	5SrRNA:CR33380	CR33380	FBgn0053380				
dme03008	3772363	2	5SrRNA:CR33381	CR33381	FBgn0053381				
dme03008	3772142	2	5SrRNA:CR33382	CR33382	FBgn0053382				
dme03008	3771944	2	5SrRNA:CR33383	CR33383	FBgn0053383				
dme03008	3772478	2	5SrRNA:CR33384	CR33384	FBgn0053384				
dme03008	3772241	2	5SrRNA:CR33385	CR33385	FBgn0053385				
dme03008	3772038	2	5SrRNA:CR33386	CR33386	FBgn0053386				
dme03008	3772703	2	5SrRNA:CR33387	CR33387	FBgn0053387				
dme03008	3772414	2	5SrRNA:CR33388	CR33388	FBgn0053388				
dme03008	3772010	2	5SrRNA:CR33389	CR33389	FBgn0053389				
dme03008	3771742	2	5SrRNA:CR33390	CR33390	FBgn0053390				
dme03008	3772578	2	5SrRNA:CR33391	CR33391	FBgn0053391				
dme03008	3772284	2	5SrRNA:CR33392	CR33392	FBgn0053392				
dme03008	3772388	2	5SrRNA:CR33393	CR33393	FBgn0053393				
dme03008	3772115	2	5SrRNA:CR33394	CR33394	FBgn0053394				
dme03008	3772685	2	5SrRNA:CR33395	CR33395	FBgn0053395				
dme03008	3772243	2	5SrRNA:CR33396	CR33396	FBgn0053396				
dme03008	3771979	2	5SrRNA:CR33397	CR33397	FBgn0053397				
dme03008	3771820	2	5SrRNA:CR33398	CR33398	FBgn0053398				
dme03008	3772534	2	5SrRNA:CR33399	CR33399	FBgn0053399				
dme03008	3772642	2	5SrRNA:CR33400	CR33400	FBgn0053400				
dme03008	3772348	2	5SrRNA:CR33401	CR33401	FBgn0053401				
dme03008	3772184	2	5SrRNA:CR33402	CR33402	FBgn0053402				
dme03008	3772307	2	5SrRNA:CR33403	CR33403	FBgn0053403				
dme03008	3772343	2	5SrRNA:CR33404	CR33404	FBgn0053404				
dme03008	3772131	2	5SrRNA:CR33405	CR33405	FBgn0053405				
dme03008	3771930	2	5SrRNA:CR33406	CR33406	FBgn0053406				
dme03008	3772705	2	5SrRNA:CR33407	CR33407	FBgn0053407				
dme03008	3772255	2	5SrRNA:CR33408	CR33408	FBgn0053408				
dme03008	3772059	2	5SrRNA:CR33409	CR33409	FBgn0053409				
dme03008	3771839	2	5SrRNA:CR33410	CR33410	FBgn0053410				
dme03008	3771878	2	5SrRNA:CR33411	CR33411	FBgn0053411				
dme03008	3772389	2	5SrRNA:CR33412	CR33412	FBgn0053412				
dme03008	3772107	2	5SrRNA:CR33413	CR33413	FBgn0053413				
dme03008	3771961	2	5SrRNA:CR33414	CR33414	FBgn0053414				
dme03008	3772668	2	5SrRNA:CR33415	CR33415	FBgn0053415				
dme03008	3771978	2	5SrRNA:CR33417	CR33417	FBgn0053417				
dme03008	3771827	2	5SrRNA:CR33418	CR33418	FBgn0053418				
dme03008	3772528	2	5SrRNA:CR33419	CR33419	FBgn0053419				
dme03008	3771748	2	5SrRNA:CR33420	CR33420	FBgn0053420				
dme03008	3772522	2	5SrRNA:CR33421	CR33421	FBgn0053421				
dme03008	3772295	2	5SrRNA:CR33422	CR33422	FBgn0053422				
dme03008	3772092	2	5SrRNA:CR33423	CR33423	FBgn0053423				
dme03008	3772098	2	5SrRNA:CR33424	CR33424	FBgn0053424				
dme03008	3771889	2	5SrRNA:CR33425	CR33425	FBgn0053425				
dme03008	3772667	2	5SrRNA:CR33426	CR33426	FBgn0053426				
dme03008	3772445	2	5SrRNA:CR33427	CR33427	FBgn0053427				
dme03008	3772398	2	5SrRNA:CR33428	CR33428	FBgn0053428				
dme03008	3772116	2	5SrRNA:CR33429	CR33429	FBgn0053429				
dme03008	3771963	2	5SrRNA:CR33430	CR33430	FBgn0053430				
dme03008	3772681	2	5SrRNA:CR33431	CR33431	FBgn0053431				
dme03008	3772260	2	5SrRNA:CR33432	CR33432	FBgn0053432				
dme03008	3771982	2	5SrRNA:CR33433	CR33433	FBgn0053433				
dme03008	3771834	2	5SrRNA:CR33434	CR33434	FBgn0053434				
dme03008	3772543	2	5SrRNA:CR33435	CR33435	FBgn0053435				
dme03008	3772001	2	5SrRNA:CR33436	CR33436	FBgn0053436				
dme03008	3771787	2	5SrRNA:CR33437	CR33437	FBgn0053437				
dme03008	3771953	2	5SrRNA:CR33438	CR33438	FBgn0053438				
dme03008	3772593	2	5SrRNA:CR33439	CR33439	FBgn0053439				
dme03008	3772377	2	5SrRNA:CR33440	CR33440	FBgn0053440				
dme03008	3772040	2	5SrRNA:CR33441	CR33441	FBgn0053441				
dme03008	3771833	2	5SrRNA:CR33442	CR33442	FBgn0053442				
dme03008	3772481	2	5SrRNA:CR33443	CR33443	FBgn0053443				
dme03008	3772252	2	5SrRNA:CR33444	CR33444	FBgn0053444				
dme03008	3772510	2	5SrRNA:CR33445	CR33445	FBgn0053445				
dme03008	3772272	2	5SrRNA:CR33446	CR33446	FBgn0053446				
dme03008	3772078	2	5SrRNA:CR33447	CR33447	FBgn0053447				
dme03008	3772103	2	5SrRNA:CR33448	CR33448	FBgn0053448				
dme03008	3771896	2	5SrRNA:CR33449	CR33449	FBgn0053449				
dme03008	3772673	2	5SrRNA:CR33450	CR33450	FBgn0053450				
dme03008	3772455	2	5SrRNA:CR33451	CR33451	FBgn0053451				
dme03008	3772017	2	5SrRNA:CR33452	CR33452	FBgn0053452				
dme03008	3771765	2	5SrRNA-Psi:CR33356	CR33356	FBgn0053356				
dme03008	3772399	2	5SrRNA-Psi:CR33363	CR33363	FBgn0053363				
dme03008	3771855	2	5SrRNA-Psi:CR33371	CR33371	FBgn0053371				
dme03008	3772249	2	5SrRNA-Psi:CR33416	CR33416	FBgn0053416				
dme03008	36379	2	Ak6	CG8816	FBgn0033754				
dme03008	46032	1	Bka	CG4539	FBgn0010520				
dme03008	42811	1	CG10214	CG10214	FBgn0039115				
dme03008	41581	1	CG10909	CG10909	FBgn0038090				
dme03008	43009	1	CG11920	CG11920	FBgn0039274				
dme03008	35374	1	CG12050	CG12050	FBgn0032915				
dme03008	39689	1	CG12301	CG12301	FBgn0036514				
dme03008	36144	1	CG12325	CG12325	FBgn0033557				
dme03008	43333	1	CG12877	CG12877	FBgn0039544				
dme03008	34184	1	CG13097	CG13097	FBgn0032051				
dme03008	36268	1	CG13185	CG13185	FBgn0033661				
dme03008	39915	2	CG14057	CG14057	FBgn0036696				
dme03008	36019	1	CG1671	CG1671	FBgn0033454				
dme03008	31943	1	CG2972	CG2972	FBgn0030177				
dme03008	35885	1	CG30349	CG30349	FBgn0050349				
dme03008	39834	1	CG33158	CG33158	FBgn0053158				
dme03008	31387	1	CG3527	CG3527	FBgn0029714				
dme03008	37397	1	CG4038	CG4038	FBgn0011824				
dme03008	5740827	2	CG40635	CG40635	FBgn0085506				
dme03008	31136	1	CG42666	CG42666	FBgn0261548				
dme03008	37948	1	CG4806	CG4806	FBgn0260456				
dme03008	36976	1	CG4866	CG4866	FBgn0034232				
dme03008	34680	1	CG5776	CG5776	FBgn0032450				
dme03008	31833	1	CG7246	CG7246	FBgn0030081				
dme03008	36135	1	CG7637	CG7637	FBgn0033548				
dme03008	39904	1	CG7728	CG7728	FBgn0036686				
dme03008	38889	2	CG8038	CG8038	FBgn0035831				
dme03008	42196	1	CG8064	CG8064	FBgn0038597				
dme03008	38740	1	CG8368	CG8368	FBgn0035707				
dme03008	38749	1	CG8549	CG8549	FBgn0035714				
dme03008	33843	1	CG9107	CG9107	FBgn0031764				
dme03008	35574	2	CG9422	CG9422	FBgn0033092				
dme03008	41647	1	CG9799	CG9799	FBgn0038146				
dme03008	48448	2	CkIIalpha	CG17520	FBgn0264492				
dme03008	32132	2	CkIIbeta	CG15224	FBgn0000259				
dme03008	37300	2	CkIIbeta2	CG8914	FBgn0026136				
dme03008	35747	1	drosha	CG8730	FBgn0026722				
dme03008	31213	1	Dsim\GD16604	CG3071	FBgn0068685				
dme03008	42060	1	Dyak\GE26110	CG3983	FBgn0068320				
dme03008	37776	1	eIF6	CG17611	FBgn0034915				
dme03008	34167	2	emb	CG13387	FBgn0020497				
dme03008	37662	1	Fib	CG9888	FBgn0003062				
dme03008	44173	2	hoip	CG3949	FBgn0015393				
dme03008	31811	1	l(1)G0020	CG1994	FBgn0027330				
dme03008	31475	2	l(1)G0045	CG32763	FBgn0026702				
dme03008	33960	1	l(2)k09022	CG10805	FBgn0086451				
dme03008	39774	1	l(3)72Dn	CG5018	FBgn0263605				
dme03008	41973	1	Mat89Ba	CG12785	FBgn0261286				
dme03008	19893560	2	mt:lrRNA	lrRNA	FBgn0013686				
dme03008	19893562	2	mt:srRNA	srRNA	FBgn0013688				
dme03008	44005	1	NHP2	CG5258	FBgn0029148				
dme03008	31195	2	Nmd3	CG3460	FBgn0023542				
dme03008	35963	1	Non1	CG8801	FBgn0028473				
dme03008	33966	1	nop5	CG10206	FBgn0026196				
dme03008	42633	1	Nop56	CG13849	FBgn0038964				
dme03008	37873	1	Nop60B	CG3333	FBgn0259937				
dme03008	36989	1	Ns2	CG6501	FBgn0034243				
