gene_id	symbol	flybase
43307	CG13972	FBgn0039522
43308	CG12885	FBgn0039523
43309	Gr98d	FBgn0046885
43310	Klp98A	FBgn0004387
43311	CG5646	FBgn0039525
43312	wdb	FBgn0027492
43314	CG5639	FBgn0039527
43315	dsd	FBgn0039528
43316	CG5612	FBgn0039529
43317	Tusp	FBgn0039530
43318	CG5611	FBgn0039531
43319	Mtl	FBgn0039532
43321	RpS10a	FBgn0027494
43323	Mlc1	FBgn0002772
43324	unc80	FBgn0039536
43325	CG5590	FBgn0039537
43326	CG12883	FBgn0039538
43327	Sce	FBgn0003330
43328	CG12880	FBgn0046258
43329	CG43320	FBgn0263025
43330	ALiX	FBgn0086346
43331	btz	FBgn0045862
43332	CG12428	FBgn0039543
43333	CG12877	FBgn0039544
43334	Ets98B	FBgn0005659
43341	Or98a	FBgn0039551
43342	CG12426	FBgn0039552
43343	mil	FBgn0267366
43344	CG5003	FBgn0039554
43345	mRpS22	FBgn0039555
43347	CG12259	FBgn0039557
43348	BCAS2	FBgn0039558
43349	RpL4	FBgn0003279
43350	mino	FBgn0027579
43351	Mes-4	FBgn0039559
43352	CG5514	FBgn0039560
43353	mfrn	FBgn0039561
43354	Gp93	FBgn0039562
43355	CG4951	FBgn0039563
43356	CG5527	FBgn0039564
43357	CG4884	FBgn0039565
43358	CG4849	FBgn0039566
43359	betaTub97EF	FBgn0003890
43360	CG4815	FBgn0039568
43362	CG34362	FBgn0085391
43367	Mst98Cb	FBgn0004171
43369	CG17856	FBgn0039576
43370	CG12516	FBgn0039577
43373	Gfat2	FBgn0039580
43374	Moca-cyp	FBgn0039581
43375	Or98b	FBgn0039582
43377	beat-VI	FBgn0039584
43378	CG1894	FBgn0039585
43379	Dhc98D	FBgn0013813
43382	CG12413	FBgn0039588
43383	fkh	FBgn0000659
43384	Noa36	FBgn0026400
43385	Hrb98DE	FBgn0001215
43386	CG9986	FBgn0039589
43387	CG10011	FBgn0039590
43388	CG9988	FBgn0039591
43389	CG14062	FBgn0039592
43390	CG9989	FBgn0039593
43391	CG9990	FBgn0039594
43392	htt	FBgn0027655
43393	AstA-R2	FBgn0039595
43394	CG10000	FBgn0039596
43395	CG9997	FBgn0039597
43396	aqrs	FBgn0039598
43397	intr	FBgn0039599
43398	wdn	FBgn0005642
43399	CG1646	FBgn0039600
43400	CG1523	FBgn0039601
43401	CG1647	FBgn0039602
43402	WASp	FBgn0024273
43404	spg	FBgn0264324
43408	CG14529	FBgn0039609
43410	CG14528	FBgn0039611
43411	CG14523	FBgn0039612
43412	CG14527	FBgn0039613
43413	CG14526	FBgn0027578
43414	CG33203	FBgn0053203
43415	Doa	FBgn0265998
43416	CG11828	FBgn0039616
43417	CG14521	FBgn0039617
43420	wat	FBgn0039620
43421	CG14518	FBgn0039621
43422	eIF4E-6	FBgn0039622
43423	CG1951	FBgn0039623
43424	Ssl2	FBgn0041780
43425	beta4GalNAcTB	FBgn0039625
43426	Cpsf100	FBgn0027873
43427	Slu7	FBgn0039626
43428	Pkc98E	FBgn0003093
43429	CG11837	FBgn0039627
43430	CG11841	FBgn0039628
43431	CG11842	FBgn0039629
43432	CG11843	FBgn0039630
43433	Sirt7	FBgn0039631
43434	Cul5	FBgn0039632
43435	CG11873	FBgn0039633
43436	alpha-Man-Ib	FBgn0039634
43437	CG11876	FBgn0039635
43438	Atg14	FBgn0039636
43439	yem	FBgn0005596
43440	CG11880	FBgn0039637
43441	dgt6	FBgn0039638
43442	Vha100-1	FBgn0028671
43443	CG14512	FBgn0039639
43444	CG14516	FBgn0039640
43445	CG14511	FBgn0039641
43446	CG11882	FBgn0039642
43447	Pglym78	FBgn0014869
43448	Slbp	FBgn0041186
43449	Rpn2	FBgn0028692
43450	CG11897	FBgn0039644
43451	CG11898	FBgn0039645
43453	CG14509	FBgn0039647
43454	CG14515	FBgn0039648
43456	Mesh1	FBgn0039650
43457	CG14508	FBgn0039651
43459	CG1458	FBgn0062442
43460	Brd8	FBgn0039654
43461	CG14507	FBgn0039655
43462	CG15817	FBgn0028476
43463	CG11951	FBgn0039656
43464	CG31427	FBgn0051427
43466	stg	FBgn0003525
43467	CG14506	FBgn0039659
43469	Ptp99A	FBgn0004369
43471	CG2321	FBgn0039663
43472	CG2006	FBgn0039664
43473	CG2310	FBgn0039665
43474	Diedel	FBgn0039666
43475	CG2010	FBgn0039667
43476	Trc8	FBgn0039668
43477	CG2014	FBgn0039669
43479	CG7567	FBgn0039670
43480	CG11470	FBgn0039671
43481	alph	FBgn0086361
43482	CG7568	FBgn0039673
43483	CG1907	FBgn0039674
43484	Dop1R2	FBgn0266137
43485	ppk21	FBgn0039675
43486	ppk20	FBgn0039676
43487	ppk30	FBgn0039677
43488	Obp99a	FBgn0039678
43489	ppk19	FBgn0039679
43490	Bub3	FBgn0025457
43491	Cap-D2	FBgn0039680
43492	CG7582	FBgn0039681
43493	Gycalpha99B	FBgn0013972
43494	Obp99c	FBgn0039682
43495	dmrt99B	FBgn0039683
43496	Obp99d	FBgn0039684
43497	Obp99b	FBgn0039685
43498	CG15506	FBgn0039686
43499	Pcd	FBgn0024841
43500	CG7593	FBgn0039687
43501	Kul	FBgn0039688
43502	CG7601	FBgn0027583
43503	CG7598	FBgn0039689
43504	CG1969	FBgn0039690
43505	CG7609	FBgn0027518
43506	IntS11	FBgn0039691
43507	ATPsyn-gamma	FBgn0020235
43508	yata	FBgn0260990
43511	fig	FBgn0039694
43512	sro	FBgn0262112
43513	CG7837	FBgn0039696
43514	Ice	FBgn0019972
43515	CG7834	FBgn0039697
43516	CG7789	FBgn0039698
43517	ncd	FBgn0002924
43518	ca	FBgn0000247
43521	Vps16B	FBgn0039702
43522	CG7829	FBgn0039703
43523	neo	FBgn0039704
43526	CG15510	FBgn0039707
43528	Cad99C	FBgn0039709
43529	dgt1	FBgn0039710
43530	CG7824	FBgn0039711
43531	CG15514	FBgn0039712
43532	RpS8	FBgn0039713
43533	Zip99C	FBgn0039714
43535	CG31038	FBgn0051038
43537	CG15517	FBgn0039718
43538	CG15515	FBgn0039719
43539	CG31036	FBgn0051036
43541	Capa	FBgn0039722
43542	trp	FBgn0003861
43543	Jon99Ciii	FBgn0003357
43544	Jon99Cii	FBgn0003356
43545	Jon99Ci	FBgn0003358
43546	CG15522	FBgn0039723
43547	Cog7	FBgn0051040
43548	CG42557	FBgn0260759
43549	eIF2B-alpha	FBgn0039726
43550	CG15523	FBgn0039727
43551	TkR99D	FBgn0004622
43552	CG7896	FBgn0039728
43554	CG7903	FBgn0039730
43555	Sas-6	FBgn0039731
43556	CG15525	FBgn0039732
43557	CG11504	FBgn0039733
43558	Tace	FBgn0039734
43559	CG7911	FBgn0039735
43560	Nlp	FBgn0016685
43561	CG7912	FBgn0039736
43562	CG7920	FBgn0039737
43563	Mgat2	FBgn0039738
43564	RpS28a	FBgn0039739
43565	Axn	FBgn0026597
43566	CG7928	FBgn0039740
43567	ocn	FBgn0041102
43568	janB	FBgn0001281
43569	janA	FBgn0001280
43570	Sry-beta	FBgn0003511
43571	Sry-alpha	FBgn0003510
43572	Sry-delta	FBgn0003512
43573	RpL32	FBgn0002626
43574	CG7943	FBgn0039741
43575	CG15528	FBgn0039742
43576	CG7946	FBgn0039743
43577	spn-A	FBgn0003479
43578	CG15526	FBgn0039744
43579	CG7950	FBgn0260468
43580	sima	FBgn0266411
43581	Ppi1	FBgn0051025
43582	Tpi	FBgn0086355
43583	AdoR	FBgn0039747
43584	CG15529	FBgn0039748
43585	CG11498	FBgn0039749
43586	CG31028	FBgn0051028
43587	Mlc2	FBgn0002773
43588	CG1983	FBgn0039751
43589	CG15530	FBgn0039752
43590	Bet5	FBgn0260860
43591	CG9747	FBgn0039754
43592	CG15531	FBgn0039755
43593	CG9743	FBgn0039756
43594	RpS7	FBgn0039757
43595	Anp	FBgn0000094
43596	CecA1	FBgn0000276
43597	CecA2	FBgn0000277
43598	CecB	FBgn0000278
43599	CecC	FBgn0000279
43600	CG9737	FBgn0039758
43601	CG9733	FBgn0039759
43602	CG9682	FBgn0039760
43603	CG18404	FBgn0039761
43604	hdc	FBgn0010113
43607	CG2217	FBgn0027544
43608	CG15535	FBgn0039764
43609	mRpS18C	FBgn0039765
43610	CG15536	FBgn0039766
43611	CG2218	FBgn0039767
43612	CG15533	FBgn0039768
43613	CG15534	FBgn0039769
43614	CG15537	FBgn0039770
43615	Osi23	FBgn0039771
43616	aralar1	FBgn0028646
43617	CG2224	FBgn0039773
43618	CDase	FBgn0039774
43620	PH4alphaEFB	FBgn0039776
43621	Jon99Fii	FBgn0039777
43622	Jon99Fi	FBgn0039778
43623	PH4alphaSG2	FBgn0039779
43624	PH4alphaMP	FBgn0026190
43625	PH4alphaNE1	FBgn0039780
43626	CG31371	FBgn0051371
43627	CG15539	FBgn0039782
43628	PH4alphaNE2	FBgn0039783
43629	CG9698	FBgn0039784
43630	jdp	FBgn0027654
43633	tmod	FBgn0082582
43634	CG9702	FBgn0039787
43635	Rpt6R	FBgn0039788
43636	CG9717	FBgn0039789
43637	CG2246	FBgn0039790
43638	CG31021	FBgn0051021
43639	CG2267	FBgn0039792
43640	PH4alphaPV	FBgn0051015
43642	Spn100A	FBgn0039795
43643	CG12069	FBgn0039796
43644	Pka-C2	FBgn0000274
43645	CG1340	FBgn0039797
43646	CG11313	FBgn0039798
43647	CG15543	FBgn0039799
43648	Npc2g	FBgn0039800
43649	Npc2h	FBgn0039801
43650	zfh1	FBgn0004606
43651	wts	FBgn0011739
43652	dj-1beta	FBgn0039802
43654	cindr	FBgn0027598
43655	CG15544	FBgn0039804
43656	tll	FBgn0003720
43657	Cpr100A	FBgn0039805
43658	CG15545	FBgn0039806
43659	CG15546	FBgn0039807
43660	CG12071	FBgn0039808
43661	CG15547	FBgn0039809
43662	Sap-r	FBgn0000416
43663	Cyp4c3	FBgn0015032
43664	Ptx1	FBgn0020912
43665	CG15549	FBgn0039810
43666	CG15550	FBgn0039811
43667	CG15548	FBgn0039812
43668	Ctr1C	FBgn0062411
43669	5-HT7	FBgn0004573
43670	CanA1	FBgn0010015
43671	Aph-4	FBgn0016123
43672	l(3)03670	FBgn0010808
43673	dco	FBgn0002413
43676	CG11317	FBgn0039816
43677	CG15553	FBgn0039817
43678	CG11318	FBgn0039818
43679	Prosalpha3T	FBgn0261395
43680	CG15554	FBgn0039820
43681	CG15556	FBgn0039821
43682	Gycbeta100B	FBgn0013973
43683	stops	FBgn0086704
43687	bnk	FBgn0004389
43688	mesh	FBgn0051004
43689	CG1544	FBgn0039827
43690	chp	FBgn0000313
43691	CG1542	FBgn0039828
43692	CG15561	FBgn0039829
43693	CG1746	FBgn0039830
43694	CG12054	FBgn0039831
43695	CG15563	FBgn0039832
43696	CG15564	FBgn0039833
43697	qless	FBgn0051005
43698	mRpL32	FBgn0039835
43699	CG1750	FBgn0039836
43700	spn-F	FBgn0086362
43701	CG3669	FBgn0039838
43702	ppk24	FBgn0039839
43703	CG11340	FBgn0039840
43707	CG1607	FBgn0039844
43708	CG31002	FBgn0051002
43709	Gcn2	FBgn0019990
43710	CG11337	FBgn0039846
43712	lox	FBgn0039848
43713	CG11334	FBgn0039849
43714	CG11333	FBgn0039850
43715	mey	FBgn0039851
43716	nyo	FBgn0039852
43717	gammaCOP	FBgn0028968
43718	pygo	FBgn0043900
43719	rod	FBgn0003268
43720	CG1635	FBgn0039854
43721	CG1638	FBgn0039855
43722	CG1774	FBgn0039856
43723	RpL6	FBgn0039857
43724	CycG	FBgn0039858
43725	Med	FBgn0011655
43726	CG11539	FBgn0039859
43727	CG1792	FBgn0039860
43728	pasha	FBgn0039861
43729	kek6	FBgn0039862
43730	CG1815	FBgn0039863
43731	CG11550	FBgn0039864
43734	CstF-50	FBgn0039867
43735	CG11563	FBgn0039868
43736	Ef1alpha100E	FBgn0000557
43737	CG1890	FBgn0039869
43738	CG1896	FBgn0039870
43739	awd	FBgn0000150
43740	nero	FBgn0261479
43741	CG1910	FBgn0022349
43742	salt	FBgn0039872
43743	CG2187	FBgn0017448
43744	Smvt	FBgn0039873
43745	CG2150	FBgn0003065
43746	CG2135	FBgn0039874
43747	sip3	FBgn0039875
43748	CG2126	FBgn0039876
43749	faf	FBgn0005632
43750	CG2118	FBgn0039877
43751	Acf1	FBgn0027620
43753	Ir100a	FBgn0039879
43754	CG42233	FBgn0250755
43755	CG1971	FBgn0039881
43756	CG11576	FBgn0039882
43757	FeCH	FBgn0266268
43758	RhoGAP100F	FBgn0039883
43761	CG2003	FBgn0039886
43762	CG2053	FBgn0039887
43764	mod	FBgn0002780
43765	Map205	FBgn0002645
43766	PlexB	FBgn0025740
43767	ci	FBgn0004859
43768	RpS3A	FBgn0017545
43769	pan	FBgn0085432
43770	Ank	FBgn0011747
43771	Arl4	FBgn0039889
43772	CG2316	FBgn0039890
43774	CG31998	FBgn0051998
43775	Crk	FBgn0024811
43777	CG31999	FBgn0051999
43779	yellow-h	FBgn0039896
43780	CG1674	FBgn0039897
43781	RhoGAP102A	FBgn0259216
43782	NfI	FBgn0042696
43783	Syt7	FBgn0039900
43785	Rad23	FBgn0026777
43786	Zip102B	FBgn0039902
43787	PMCA	FBgn0259214
43788	Hcf	FBgn0039904
43789	Lin29	FBgn0262636
43791	lgs	FBgn0039907
43792	CaMKI	FBgn0016126
43793	bip2	FBgn0026262
43794	Asator	FBgn0039908
43795	zfh2	FBgn0004607
43796	Thd1	FBgn0026869
43797	Pur-alpha	FBgn0022361
43798	CG1970	FBgn0039909
43799	Ephrin	FBgn0040324
43800	CG1909	FBgn0039911
43803	Eph	FBgn0025936
43804	mav	FBgn0039914
43805	CG1732	FBgn0039915
43806	CG9935	FBgn0039916
43808	gw	FBgn0051992
43809	Slip1	FBgn0024728
43810	CG11360	FBgn0039920
43811	myo	FBgn0026199
43812	ey	FBgn0005558
43814	bt	FBgn0005666
43816	MED26	FBgn0039923
43819	pho	FBgn0002521
43820	Kif3C	FBgn0039925
43822	CG11155	FBgn0039927
43823	Arf102F	FBgn0013749
43824	Cals	FBgn0039928
43825	sv	FBgn0005561
43826	Actbeta	FBgn0024913
43827	Rfabg	FBgn0087002
43828	CaMKII	FBgn0264607
43829	ATPsyn-beta	FBgn0010217
43830	CG11076	FBgn0039929
43831	CG11077	FBgn0039930
43832	PlexA	FBgn0025741
43833	toy	FBgn0019650
43835	fuss	FBgn0039932
43836	4E-T	FBgn0052016
43838	mGluR	FBgn0019985
43839	eIF4G	FBgn0023213
43841	unc-13	FBgn0025726
43842	CG11148	FBgn0039936
43843	fd102C	FBgn0039937
43844	Sox102F	FBgn0039938
43845	CG11231	FBgn0039939
43851	A	FBgn0000009
43852	a	FBgn0000008
43856	nej	FBgn0261617
43860	eppy	FBgn0014158
43862	bl	FBgn0015907
43864	RpL10	FBgn0024733
43867	Atf3	FBgn0028550
43869	amx	FBgn0000077
43870	bis	FBgn0000187
43872	Ppn	FBgn0003137
43873	ras	FBgn0003204
43875	Ret	FBgn0011829
43877	muc	FBgn0013711
43880	deg	FBgn0014145
43881	dkn	FBgn0014148
43882	fez	FBgn0014164
43883	hrp	FBgn0014192
43884	oho51	FBgn0014279
43885	tru	FBgn0014401
43886	ttp	FBgn0015554
43888	atx	FBgn0015906
43889	elg	FBgn0015936
43890	obx	FBgn0016050
43891	rtg	FBgn0016058
43892	sif	FBgn0085447
43895	E23	FBgn0020445
43896	cro	FBgn0020554
43897	vid	FBgn0020773
43898	pla	FBgn0020792
43900	Crg-1	FBgn0021738
43901	chb	FBgn0021760
43904	AMPKalpha	FBgn0023169
43905	syd	FBgn0024187
43906	skd	FBgn0003415
43907	eel	FBgn0024240
43908	ami	FBgn0024253
43911	oop	FBgn0024602
43912	SF1	FBgn0025571
43913	Gyk	FBgn0025592
43914	maz	FBgn0025744
43916	Rok	FBgn0026181
43918	noe	FBgn0026197
43919	mog	FBgn0026201
43923	axo	FBgn0262870
43924	jim	FBgn0027339
43926	fan	FBgn0028379
43927	fal	FBgn0028380
43928	chm	FBgn0028387
43930	prc	FBgn0028573
43932	yew	FBgn0028973
43934	gom	FBgn0029084
43935	NtR	FBgn0029147
43936	Men-b	FBgn0029155
43938	cl	FBgn0000318
43939	Cy	FBgn0000403
43940	fd	FBgn0000648
43941	mh	FBgn0002740
43942	nw	FBgn0002974
43943	or	FBgn0003008
43944	sbr	FBgn0003321
43946	wb	FBgn0261563
43947	Bt	FBgn0004988
43949	Hi	FBgn0010048
43950	CdsA	FBgn0010350
43951	e(r)	FBgn0011586
43952	MED20	FBgn0013531
43953	stld	FBgn0013736
43955	osho	FBgn0014369
43956	CU61	FBgn0015029
43958	spag	FBgn0015544
43960	toto	FBgn0016973
43972	fldA	FBgn0023084
43973	Lip1	FBgn0023496
43974	trio	FBgn0024277
43978	Plap	FBgn0024314
43980	Lip2	FBgn0024740
43981	DIP1	FBgn0024807
43982	Oamb	FBgn0024944
43984	Sdic1	FBgn0067861
43986	pana	FBgn0026194
43988	fret	FBgn0026244
43989	fldB	FBgn0026247
43990	5-Sep	FBgn0026361
43991	Pten	FBgn0026379
43997	jbug	FBgn0028371
43999	trbl	FBgn0028978
44000	Spt6	FBgn0028982
44001	Sucb	FBgn0029118
44002	Sras	FBgn0029121
44005	NHP2	FBgn0029148
44006	Fad2	FBgn0029172
44007	COQ7	FBgn0029502
44008	Hex-C	FBgn0001187
44009	pcv	FBgn0003047
44010	Pgm	FBgn0003076
44011	pwn	FBgn0003174
44012	seg	FBgn0003352
44013	sls	FBgn0086906
44014	sol	FBgn0003464
44015	U	FBgn0003914
44017	ads	FBgn0004719
44018	cas	FBgn0004878
44019	dcm	FBgn0005004
44020	Hup	FBgn0005110
44021	nmd	FBgn0005322
44025	Nc94B	FBgn0010353
44027	sbb	FBgn0010575
44029	Ref1	FBgn0010774
44030	msn	FBgn0010909
44033	Inr-A	FBgn0013281
44034	l(1)x	FBgn0013521
44035	spb	FBgn0013734
44038	Hf	FBgn0014000
44039	Pak	FBgn0014001
44041	hty	FBgn0014193
44043	ost	FBgn0014370
44044	raz	FBgn0014378
44045	rip	FBgn0014381
44046	sun	FBgn0014391
44050	Lcch2	FBgn0014860
44051	jal	FBgn0014970
44052	Shc	FBgn0015296
44054	crl	FBgn0015374
44055	srg	FBgn0015547
44056	teg	FBgn0015552
44058	Dot	FBgn0015663
44059	RpL30	FBgn0086710
44063	ynd	FBgn0016082
44064	Grt	FBgn0017610
44066	mng	FBgn0019683
44067	ifx	FBgn0019805
44071	Mcr	FBgn0264800
44072	Ran	FBgn0020255
44073	peo	FBgn0020260
44074	oap	FBgn0020265
44079	Ag5r2	FBgn0020508
44082	tondo	FBgn0020776
44083	tak	FBgn0020777
44084	chi	FBgn0020863
44086	Dmn	FBgn0021825
44087	Rs1	FBgn0021995
44088	dc	FBgn0022336
44090	Scf	FBgn0022765
44094	Ocu	FBgn0023183
44095	fus	FBgn0023441
44096	wit	FBgn0024179
44097	sns	FBgn0024189
44098	rasp	FBgn0024194
44099	grr	FBgn0024231
44100	Patj	FBgn0067864
44104	nate	FBgn0024615
44105	jok	FBgn0024687
44108	Optix	FBgn0025360
44109	tbi	FBgn0025730
44110	Mgstl	FBgn0025814
44111	slpr	FBgn0030018
44115	Rgl	FBgn0026376
44117	bgm	FBgn0027348
44118	vih	FBgn0264848
44120	cof	FBgn0028384
44121	TotA	FBgn0028396
44122	ren	FBgn0028571
44123	bls	FBgn0028643
44125	ETH	FBgn0028738
44126	AstA-R1	FBgn0266429
44127	mab-21	FBgn0029003
44128	lmgB	FBgn0085470
44129	hbs	FBgn0029082
44131	Mkrn1	FBgn0029152
44132	slmo	FBgn0029161
44133	At	FBgn0000144
44134	bv	FBgn0000240
44135	ect	FBgn0000451
44136	ecl	FBgn0000544
44137	fltB	FBgn0000696
44141	msf	FBgn0002847
44142	Rf	FBgn0003242
44143	slrp	FBgn0003431
44144	stw	FBgn0003544
44146	tnk	FBgn0004408
44147	ef	FBgn0005030
44148	PpD5	FBgn0005778
44149	Acon	FBgn0010100
44150	RpS15Aa	FBgn0010198
44154	Hmgs	FBgn0010611
44155	Sip1	FBgn0010620
44158	fos84E	FBgn0013443
44160	sw	FBgn0003654
44164	grb	FBgn0014180
44166	l(2)talc	FBgn0014272
44167	nok	FBgn0014367
44170	fod	FBgn0014959
44172	RabX1	FBgn0015372
44173	hoip	FBgn0015393
44175	ros	FBgn0015536
44180	Etr1	FBgn0015728
44181	I-55	FBgn0015738
44183	ScpX	FBgn0015808
44187	l(1)5ABa	FBgn0015955
44189	smi26D	FBgn0016927
44190	smi27E	FBgn0016928
44191	smi28E	FBgn0016929
44192	smi45E	FBgn0016931
44193	smi51A	FBgn0016932
44195	smi61A	FBgn0016934
44196	smi65A	FBgn0016935
44197	smi79E	FBgn0016936
44199	smi98B	FBgn0016938
44200	tilA	FBgn0016945
44201	tilC	FBgn0016946
44202	tilD	FBgn0016947
44205	spen	FBgn0016977
44206	oho48E	FBgn0016988
44207	ND23	FBgn0017567
44218	Clch	FBgn0020345
44219	Sr-CII	FBgn0020377
44224	cv-3	FBgn0020859
44226	Xbp1	FBgn0021872
44227	Fatp	FBgn0021953
44228	Pdsw	FBgn0021967
44231	l(1)B6.1	FBgn0022321
44233	fray	FBgn0023083
44235	bon	FBgn0023097
44238	sip1	FBgn0024191
44239	quag	FBgn0024197
44241	SM-20d	FBgn0024309
44246	roam	FBgn0024600
44247	knax	FBgn0024686
44248	fsf	FBgn0024691
44249	dalm2	FBgn0024697
44250	Cpsf160	FBgn0024698
44251	RpL8	FBgn0261602
44252	qkr58C	FBgn0025474
44253	fliH	FBgn0025518
44254	bab2	FBgn0025525
44257	sur	FBgn0026165
44258	ps	FBgn0261552
44259	nbs	FBgn0261530
44260	eIF-1A	FBgn0026250
44261	eIF5B	FBgn0026259
44263	Sara	FBgn0026369
44266	Inx3	FBgn0265274
44268	sut3	FBgn0028561
44269	sut2	FBgn0028562
44270	slug	FBgn0028564
44271	xmas-2	FBgn0028974
44272	tio	FBgn0028979
44273	limber	FBgn0029005
44274	disp	FBgn0029088
44275	SoxN	FBgn0029123
44276	Crtp	FBgn0029501
44277	abr	FBgn0000019
44279	arr	FBgn0000119
44281	eql	FBgn0000583
44282	err	FBgn0000585
44283	Ext	FBgn0000614
44284	fltC	FBgn0000697
44285	fltD	FBgn0000698
44286	fltE	FBgn0000699
44287	fltF	FBgn0000700
44288	fltG	FBgn0000701
44289	flw	FBgn0000711
44290	hdp-b	FBgn0001184
44291	Idh	FBgn0001248
44292	irreD	FBgn0001273
44293	J	FBgn0001278
44294	M(2)31A	FBgn0002597
44295	min	FBgn0002747
44296	mk	FBgn0002770
44297	ome	FBgn0259175
44299	slgB	FBgn0003424
44301	tbd	FBgn0003669
44302	tur	FBgn0003897
44304	ven	FBgn0003973
44305	vtw	FBgn0003994
44307	Vha16-1	FBgn0262736
44309	vt	FBgn0004696
44310	crs	FBgn0005000
44311	gusC	FBgn0005104
44312	ggy	FBgn0005382
44313	Gtd	FBgn0005383
44315	pie	FBgn0005683
44317	CanB	FBgn0010014
44319	ret	FBgn0010168
44323	Csr	FBgn0011574
44324	Ms	FBgn0011581
44325	Low	FBgn0011646
44326	mRpL12	FBgn0011787
44331	Spf	FBgn0013339
44333	l(1)1P2	FBgn0013478
44334	l(1)3P5	FBgn0013482
44335	l(1)HA6	FBgn0013495
44336	l(1)LB5	FBgn0013499
44337	l(1)U10	FBgn0013507
44338	l(3)2	FBgn0013558
44339	imd	FBgn0013983
44340	Nc98F	FBgn0013994
44341	dfk	FBgn0014146
44343	l(2)X	FBgn0014262
44345	tete	FBgn0014394
44346	trimmed	FBgn0014400
44349	tlr-2	FBgn0014998
44350	Chn	FBgn0015023
44351	Eig4F	FBgn0015219
44352	Mst23Ea	FBgn0015263
44353	shark	FBgn0015295
44354	biz	FBgn0015365
44355	drl	FBgn0015380
44356	l(1)1Fg	FBgn0015427
44357	l(1)1Fh	FBgn0015428
44358	pdg	FBgn0015526
44359	sda	FBgn0015541
44360	Rab18	FBgn0015794
44363	l(1)6Ef	FBgn0015956
44364	l(1)6Fd	FBgn0015957
44367	SR3-6	FBgn0016736
44369	limbo	FBgn0016997
44377	Indf	FBgn0019970
44378	oro	FBgn0020263
44379	moa	FBgn0020271
44380	fok	FBgn0263773
44381	Tim17b2	FBgn0020371
44382	Sr-CIII	FBgn0020376
44385	Ufo	FBgn0020612
44387	l(1)3Db	FBgn0020847
44388	auk	FBgn0020867
44389	bub	FBgn0021757
44390	RFeSP	FBgn0021906
44391	Nnp-1	FBgn0022069
44392	Rpp30	FBgn0022246
44393	l(2)254	FBgn0022286
44394	l(1)L35.1	FBgn0022305
44395	l(1)L19.1	FBgn0022307
44396	l(1)J67.3	FBgn0022310
44397	l(1)H22.1	FBgn0022313
44398	l(1)D47.6	FBgn0022314
44399	l(1)B22.5	FBgn0022323
44400	l(1)B10.2	FBgn0022324
44401	l(1)A36.3	FBgn0022325
44402	l(1)3Ai	FBgn0022734
44409	Cbp80	FBgn0022942
44410	ned	FBgn0022995
44411	l(1)3Bg	FBgn0023045
44412	l(1)3Aq	FBgn0023046
44413	l(1)3Ap	FBgn0023047
44414	l(1)3Ao	FBgn0023048
44415	l(1)3An	FBgn0023049
44416	l(1)3Am	FBgn0023050
44417	l(1)3Al	FBgn0023051
44418	l(1)3Ak	FBgn0023052
44419	l(1)3Aj	FBgn0023053
44420	l(1)2Fg	FBgn0023056
44421	l(1)2Ff	FBgn0023057
44422	l(1)2Ed	FBgn0023058
44423	l(1)2Ec	FBgn0023059
44424	l(1)2Dm	FBgn0023060
44425	l(1)2Dl	FBgn0023061
44426	l(1)2Dk	FBgn0023062
44427	l(1)2Dj	FBgn0023063
44428	l(1)1Eg	FBgn0023071
44431	obk	FBgn0024208
44432	ird5	FBgn0024222
44433	Hs2st	FBgn0024230
44437	Sec13	FBgn0024509
44438	EfTuM	FBgn0024556
44441	Bem46	FBgn0025109
44446	Hdac3	FBgn0025825
44448	scrib	FBgn0263289
44451	ear	FBgn0026441
44474	l(1)2Cg	FBgn0027337
44481	Met75Cb	FBgn0028415
44482	Met75Ca	FBgn0028416
44483	GluRIID	FBgn0028422
44484	GluRIB	FBgn0264000
44496	Uba2	FBgn0029113
44497	Tollo	FBgn0029114
44498	Surf1	FBgn0029117
44501	ag	FBgn0000059
44502	amb	FBgn0000074
44503	ar	FBgn0000112
44504	bhe	FBgn0000178
44505	br	FBgn0000210
44506	brc	FBgn0000214
44508	cho	FBgn0000310
44509	clw	FBgn0000329
44510	cv	FBgn0000394
44511	dd	FBgn0000421
44512	dn	FBgn0000475
44513	PPO3	FBgn0261363
44514	fap	FBgn0000632
44518	Is	FBgn0001274
44519	Ki	FBgn0001307
44520	l(1)C	FBgn0001582
44521	lac	FBgn0002523
44522	lea	FBgn0002543
44524	mdl	FBgn0002701
44525	MR	FBgn0002792
44527	nob	FBgn0002946
44528	pt	FBgn0003156
44529	ptr	FBgn0003159
44530	gua1	FBgn0003208
44531	rg	FBgn0266098
44534	sam	FBgn0003314
44535	slc	FBgn0003420
44537	Tu	FBgn0003873
44538	ung	FBgn0003952
44539	vs	FBgn0003990
44540	ct	FBgn0004198
44542	Wk	FBgn0004613
44543	enc	FBgn0004875
44544	Hnf4	FBgn0004914
44545	pch	FBgn0005398
44546	l(1)v3	FBgn0005433
44547	flam	FBgn0005628
44548	lola	FBgn0005630
44549	l(1)2Db	FBgn0010119
44550	l(1)2Dc	FBgn0010120
44551	uni	FBgn0010374
44552	ptl	FBgn0011237
44554	Bzd	FBgn0011566
44566	l(1)3PP4	FBgn0013483
44567	l(1)8PP9	FBgn0013491
44573	MAPk-Ak2	FBgn0013987
44585	l(2)31Aa	FBgn0014211
44586	l(2)31Ab	FBgn0014212
